ip_version,country,scan_date,errorMessage,count
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8901::f03c:91ff:fe02:a1f4',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8901::f03c:91ff:fedb:f444',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8901::f03c:93ff:fe93:1b8a',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8901::f03c:93ff:fe93:c649',1
ipv6,singapore,2026-04-26,CRYPTO_ERROR (0x178): peer doesn't support any known protocol,1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8901::f03c:94ff:fe16:90d1',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8901::f03c:95ff:fe69:3197',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8902::f03c:91ff:fe73:583d',1
ipv6,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xdaba4a0a 0xff000017])",1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8902::f03c:91ff:fedb:4c69',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.20.0.2',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8902::f03c:92ff:fe55:3986',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8902::f03c:92ff:fe5a:cefa',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.0.3',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8902::f03c:93ff:fea1:d1c2',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8905::f03c:93ff:feb0:9c7c',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8905::f03c:94ff:fe4d:6d13',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2400:8907::f03c:93ff:fede:e36e',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.5',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '2403:cfc0:1120:680::a',1
ipv6,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '240b:4001:119:5264:e4c6:2f4a:32a1:8238',1
ipv6,thailand,2026-04-25,CRYPTO_ERROR (0x150): 200:internal error,168
ipv6,thailand,2026-04-25,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,3
ipv6,thailand,2026-04-25,timeout: no recent network activity,3
ipv6,thailand,2026-04-25,CRYPTO_ERROR (0x10a): tls: server sent two HelloRetryRequest messages,1
ipv6,vietnam,2026-04-25,timeout: no recent network activity,21
ipv6,vietnam,2026-04-25,CRYPTO_ERROR (0x150): 200:internal error,12
ipv6,vietnam,2026-04-25,CONNECTION_REFUSED,8
ipv6,vietnam,2026-04-25,CRYPTO_ERROR (0x170): handshake failed,5
ipv6,vietnam,2026-04-25,CRYPTO_ERROR (0x150): tls: internal error,2
ipv6,vietnam,2026-04-25,INTERNAL_ERROR: no certificate available for '172.19.0.3',1
ipv6,vietnam,2026-04-25,INTERNAL_ERROR: no certificate available for '2400:e920:0:c::a3',1
ipv6,vietnam,2026-04-25,CRYPTO_ERROR (0x128) (frame type: 0x6): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,1
